ISO_A3,Year,Capacity_kt,Source
ESP,2037,594.0,IEA-anchored growth
NLD,2037,375.4,IEA-anchored growth
SOM,2037,221.9,Theoretical growth
PRT,2037,288.5,IEA-anchored growth
FIN,2037,281.7,IEA-anchored growth
TZA,2037,209.7,Theoretical growth
VEN,2037,204.3,Theoretical growth
NGA,2037,203.5,Theoretical growth
IRQ,2037,200.1,Theoretical growth
JPN,2037,193.6,IEA-anchored growth
MOZ,2037,182.4,Theoretical growth
ZMB,2037,169.0,Theoretical growth
POL,2037,162.9,IEA-anchored growth
YEM,2037,155.5,Theoretical growth
MDG,2037,153.4,Theoretical growth
MMR,2037,152.8,Theoretical growth
SSD,2037,140.5,Theoretical growth
CAF,2037,139.8,Theoretical growth
KEN,2037,132.8,Theoretical growth
PRY,2037,141.4,IEA-anchored growth
ITA,2037,168.8,IEA-anchored growth
THA,2037,114.7,Theoretical growth
PNG,2037,104.5,Theoretical growth
CMR,2037,103.5,Theoretical growth
URY,2037,139.6,IEA-anchored growth
BLR,2037,98.0,Theoretical growth
SYR,2037,93.3,Theoretical growth
ARE,2037,90.5,IEA-anchored growth
PHL,2037,87.5,Theoretical growth
ZWE,2037,84.6,Theoretical growth
COG,2037,76.4,Theoretical growth
MYS,2037,109.9,IEA-anchored growth
ROU,2037,82.3,IEA-anchored growth
VNM,2037,75.6,Theoretical growth
CIV,2037,74.2,Theoretical growth
BFA,2037,72.9,Theoretical growth
GRC,2037,74.0,IEA-anchored growth
GUY,2037,66.6,Theoretical growth
GAB,2037,60.6,Theoretical growth
ECU,2037,56.4,Theoretical growth
UGA,2037,55.3,Theoretical growth
GHA,2037,54.7,Theoretical growth
GIN,2037,53.9,Theoretical growth
SEN,2037,53.8,Theoretical growth
KGZ,2037,53.1,Theoretical growth
TJK,2037,52.7,Theoretical growth
LAO,2037,51.5,Theoretical growth
PRK,2037,46.4,Theoretical growth
ERI,2037,42.9,Theoretical growth
AUT,2037,62.9,IEA-anchored growth
KHM,2037,41.0,Theoretical growth
JOR,2037,59.6,IEA-anchored growth
CZE,2037,36.0,IEA-anchored growth
HUN,2037,35.5,IEA-anchored growth
ISL,2037,37.3,IEA-anchored growth
NPL,2037,33.9,Theoretical growth
LVA,2037,32.8,Theoretical growth
KWT,2037,32.6,Theoretical growth
SUR,2037,32.4,Theoretical growth
BGR,2037,32.1,Theoretical growth
KOR,2037,35.3,IEA-anchored growth
CUB,2037,31.1,Theoretical growth
ESH,2037,30.7,Theoretical growth
BGD,2037,30.1,Theoretical growth
LTU,2037,29.8,Theoretical growth
SRB,2037,40.6,IEA-anchored growth
NIC,2037,29.1,Theoretical growth
AZE,2037,28.4,Theoretical growth
CHE,2037,28.5,IEA-anchored growth
BEN,2037,26.3,Theoretical growth
HND,2037,25.6,Theoretical growth
MWI,2037,25.0,Theoretical growth
GTM,2037,24.6,Theoretical growth
HRV,2037,23.9,Theoretical growth
EST,2037,56.7,IEA-anchored growth
LBR,2037,22.1,Theoretical growth
GEO,2037,22.1,Theoretical growth
DJI,2037,20.5,Theoretical growth
LKA,2037,20.5,Theoretical growth
BEL,2037,26.5,IEA-anchored growth
LSO,2037,18.6,Theoretical growth
QAT,2037,18.3,Theoretical growth
BIH,2037,17.9,Theoretical growth
SLE,2037,17.1,Theoretical growth
PAN,2037,47.5,IEA-anchored growth
MDA,2037,14.5,Theoretical growth
CRI,2037,13.9,IEA-anchored growth
TGO,2037,13.7,Theoretical growth
SVK,2037,14.8,IEA-anchored growth
BTN,2037,12.5,Theoretical growth
TWN,2037,10.9,Theoretical growth
DOM,2037,10.8,Theoretical growth
ISR,2037,10.4,Theoretical growth
ARM,2037,9.3,Theoretical growth
GNB,2037,8.1,Theoretical growth
SLB,2037,7.9,Theoretical growth
SWZ,2037,7.7,Theoretical growth
MKD,2037,7.3,Theoretical growth
ALB,2037,6.7,Theoretical growth
HTI,2037,6.4,Theoretical growth
FJI,2037,6.1,Theoretical growth
GNQ,2037,6.1,Theoretical growth
SVN,2037,9.8,IEA-anchored growth
BDI,2037,5.9,Theoretical growth
RWA,2037,5.3,Theoretical growth
BHS,2037,5.2,Theoretical growth
NCL,2037,5.2,Theoretical growth
FLK,2037,5.2,Theoretical growth
BLZ,2037,5.0,Theoretical growth
SLV,2037,4.7,Theoretical growth
GMB,2037,4.5,Theoretical growth
JAM,2037,4.0,Theoretical growth
ATF,2037,3.7,Theoretical growth
MNE,2037,3.7,Theoretical growth
TLS,2037,3.3,Theoretical growth
TTO,2037,2.5,Theoretical growth
BRN,2037,2.4,Theoretical growth
VUT,2037,2.4,Theoretical growth
LBN,2037,2.3,Theoretical growth
PRI,2037,2.1,Theoretical growth
PSE,2037,1.6,Theoretical growth
CYP,2037,1.4,Theoretical growth
LUX,2037,1.3,Theoretical growth
CHN,2038,16278.6,IEA-anchored growth
AUS,2038,13469.1,IEA-anchored growth
RUS,2038,9117.5,Theoretical growth
CAN,2038,6851.7,IEA-anchored growth
KAZ,2038,6588.1,Theoretical growth
USA,2038,6052.5,IEA-anchored growth
DZA,2038,5599.2,Theoretical growth
ATA,2038,4463.0,Theoretical growth
LBY,2038,3873.2,Theoretical growth
SAU,2038,3954.0,IEA-anchored growth
IND,2038,2807.3,IEA-anchored growth
MRT,2038,2561.1,IEA-anchored growth
BRA,2038,2405.6,IEA-anchored growth
ZAF,2038,1963.9,IEA-anchored growth
MEX,2038,1816.3,IEA-anchored growth
ARG,2038,1731.8,IEA-anchored growth
EGY,2038,1752.0,IEA-anchored growth
MAR,2038,1878.9,IEA-anchored growth
PER,2038,1117.8,IEA-anchored growth
GBR,2038,1084.1,IEA-anchored growth
MNG,2038,997.0,Theoretical growth
PAK,2038,996.8,Theoretical growth
TKM,2038,992.3,Theoretical growth
NAM,2038,1074.1,IEA-anchored growth
CHL,2038,1160.2,IEA-anchored growth
IRN,2038,850.8,Theoretical growth
SDN,2038,806.7,Theoretical growth
GRL,2038,798.4,Theoretical growth
UZB,2038,791.6,IEA-anchored growth
TCD,2038,741.6,Theoretical growth
BWA,2038,646.3,Theoretical growth
NER,2038,599.1,Theoretical growth
COD,2038,595.0,Theoretical growth
NOR,2038,653.0,IEA-anchored growth
MLI,2038,510.4,Theoretical growth
OMN,2038,845.7,IEA-anchored growth
IDN,2038,492.4,IEA-anchored growth
DEU,2038,572.5,IEA-anchored growth
FRA,2038,461.9,IEA-anchored growth
DNK,2038,501.4,IEA-anchored growth
SWE,2038,523.5,IEA-anchored growth
IRL,2038,399.2,IEA-anchored growth
BOL,2038,392.5,Theoretical growth
TUR,2038,364.1,Theoretical growth
AFG,2038,327.9,Theoretical growth
TUN,2038,378.4,IEA-anchored growth
AGO,2038,318.8,Theoretical growth
UKR,2038,309.6,Theoretical growth
ETH,2038,296.8,Theoretical growth
COL,2038,320.9,IEA-anchored growth
NZL,2038,288.3,IEA-anchored growth
ESP,2038,601.8,IEA-anchored growth
NLD,2038,394.4,IEA-anchored growth
SOM,2038,252.7,Theoretical growth
PRT,2038,314.1,IEA-anchored growth
FIN,2038,307.4,IEA-anchored growth
TZA,2038,238.9,Theoretical growth
VEN,2038,232.6,Theoretical growth
NGA,2038,231.8,Theoretical growth
IRQ,2038,227.9,Theoretical growth
JPN,2038,220.5,IEA-anchored growth
MOZ,2038,207.7,Theoretical growth
ZMB,2038,192.5,Theoretical growth
POL,2038,185.0,IEA-anchored growth
YEM,2038,177.1,Theoretical growth
MDG,2038,174.7,Theoretical growth
MMR,2038,174.0,Theoretical growth
SSD,2038,160.0,Theoretical growth
CAF,2038,159.2,Theoretical growth
KEN,2038,151.3,Theoretical growth
PRY,2038,158.8,IEA-anchored growth
ITA,2038,183.6,IEA-anchored growth
THA,2038,130.6,Theoretical growth
PNG,2038,119.0,Theoretical growth
CMR,2038,117.9,Theoretical growth
URY,2038,150.7,IEA-anchored growth
BLR,2038,111.7,Theoretical growth
SYR,2038,106.3,Theoretical growth
ARE,2038,103.0,IEA-anchored growth
PHL,2038,99.6,Theoretical growth
ZWE,2038,96.4,Theoretical growth
COG,2038,87.0,Theoretical growth
MYS,2038,117.9,IEA-anchored growth
ROU,2038,92.4,IEA-anchored growth
VNM,2038,86.0,Theoretical growth
CIV,2038,84.5,Theoretical growth
BFA,2038,83.0,Theoretical growth
GRC,2038,83.1,IEA-anchored growth
GUY,2038,75.9,Theoretical growth
GAB,2038,69.0,Theoretical growth
ECU,2038,64.2,Theoretical growth
UGA,2038,62.9,Theoretical growth
GHA,2038,62.3,Theoretical growth
GIN,2038,61.3,Theoretical growth
SEN,2038,61.3,Theoretical growth
KGZ,2038,60.5,Theoretical growth
TJK,2038,60.0,Theoretical growth
LAO,2038,58.6,Theoretical growth
PRK,2038,52.8,Theoretical growth
ERI,2038,48.8,Theoretical growth
AUT,2038,67.1,IEA-anchored growth
KHM,2038,46.7,Theoretical growth
JOR,2038,63.0,IEA-anchored growth
CZE,2038,40.9,IEA-anchored growth
HUN,2038,40.5,IEA-anchored growth
ISL,2038,41.8,IEA-anchored growth
NPL,2038,38.6,Theoretical growth
LVA,2038,37.3,Theoretical growth
KWT,2038,37.1,Theoretical growth
SUR,2038,36.9,Theoretical growth
BGR,2038,36.6,Theoretical growth
KOR,2038,39.3,IEA-anchored growth
CUB,2038,35.4,Theoretical growth
ESH,2038,35.0,Theoretical growth
BGD,2038,34.3,Theoretical growth
LTU,2038,34.0,Theoretical growth
SRB,2038,43.8,IEA-anchored growth
NIC,2038,33.2,Theoretical growth
AZE,2038,32.3,Theoretical growth
CHE,2038,32.2,IEA-anchored growth
BEN,2038,30.0,Theoretical growth
HND,2038,29.1,Theoretical growth
MWI,2038,28.5,Theoretical growth
GTM,2038,28.0,Theoretical growth
HRV,2038,27.2,Theoretical growth
EST,2038,57.3,IEA-anchored growth
LBR,2038,25.1,Theoretical growth
GEO,2038,25.1,Theoretical growth
DJI,2038,23.3,Theoretical growth
LKA,2038,23.3,Theoretical growth
BEL,2038,28.6,IEA-anchored growth
LSO,2038,21.2,Theoretical growth
QAT,2038,20.9,Theoretical growth
BIH,2038,20.4,Theoretical growth
SLE,2038,19.5,Theoretical growth
PAN,2038,47.5,IEA-anchored growth
MDA,2038,16.5,Theoretical growth
CRI,2038,15.9,IEA-anchored growth
TGO,2038,15.6,Theoretical growth
SVK,2038,16.5,IEA-anchored growth
BTN,2038,14.2,Theoretical growth
TWN,2038,12.4,Theoretical growth
DOM,2038,12.3,Theoretical growth
ISR,2038,11.9,Theoretical growth
ARM,2038,10.6,Theoretical growth
GNB,2038,9.3,Theoretical growth
SLB,2038,8.9,Theoretical growth
SWZ,2038,8.7,Theoretical growth
MKD,2038,8.3,Theoretical growth
ALB,2038,7.6,Theoretical growth
HTI,2038,7.3,Theoretical growth
FJI,2038,7.0,Theoretical growth
GNQ,2038,6.9,Theoretical growth
SVN,2038,10.4,IEA-anchored growth
BDI,2038,6.7,Theoretical growth
RWA,2038,6.0,Theoretical growth
BHS,2038,6.0,Theoretical growth
NCL,2038,5.9,Theoretical growth
FLK,2038,5.9,Theoretical growth
BLZ,2038,5.6,Theoretical growth
SLV,2038,5.4,Theoretical growth
GMB,2038,5.1,Theoretical growth
JAM,2038,4.5,Theoretical growth
ATF,2038,4.2,Theoretical growth
MNE,2038,4.2,Theoretical growth
TLS,2038,3.8,Theoretical growth
TTO,2038,2.8,Theoretical growth
BRN,2038,2.7,Theoretical growth
VUT,2038,2.7,Theoretical growth
LBN,2038,2.6,Theoretical growth
PRI,2038,2.4,Theoretical growth
PSE,2038,1.8,Theoretical growth
CYP,2038,1.6,Theoretical growth
LUX,2038,1.5,Theoretical growth
CHN,2039,18153.9,IEA-anchored growth
AUS,2039,14881.8,IEA-anchored growth
RUS,2039,10229.1,Theoretical growth
CAN,2039,7687.1,IEA-anchored growth
KAZ,2039,7391.3,Theoretical growth
USA,2039,6742.9,IEA-anchored growth
DZA,2039,6281.9,Theoretical growth
ATA,2039,5007.1,Theoretical growth
LBY,2039,4345.4,Theoretical growth
SAU,2039,4375.2,IEA-anchored growth
IND,2039,3124.0,IEA-anchored growth
MRT,2039,2873.4,IEA-anchored growth
BRA,2039,2652.3,IEA-anchored growth
ZAF,2039,2198.5,IEA-anchored growth
MEX,2039,2037.7,IEA-anchored growth
ARG,2039,1943.0,IEA-anchored growth
EGY,2039,1952.9,IEA-anchored growth
MAR,2039,2048.0,IEA-anchored growth
PER,2039,1254.1,IEA-anchored growth
GBR,2039,1210.6,IEA-anchored growth
MNG,2039,1118.5,Theoretical growth
PAK,2039,1118.3,Theoretical growth
TKM,2039,1113.3,Theoretical growth
NAM,2039,1181.6,IEA-anchored growth
CHL,2039,1255.7,IEA-anchored growth
IRN,2039,954.6,Theoretical growth
SDN,2039,905.1,Theoretical growth
GRL,2039,895.7,Theoretical growth
UZB,2039,888.1,IEA-anchored growth
TCD,2039,832.0,Theoretical growth
BWA,2039,725.1,Theoretical growth
NER,2039,672.1,Theoretical growth
COD,2039,667.5,Theoretical growth
NOR,2039,715.2,IEA-anchored growth
MLI,2039,572.7,Theoretical growth
OMN,2039,871.3,IEA-anchored growth
IDN,2039,547.0,IEA-anchored growth
DEU,2039,618.5,IEA-anchored growth
FRA,2039,514.2,IEA-anchored growth
DNK,2039,545.8,IEA-anchored growth
SWE,2039,565.7,IEA-anchored growth
IRL,2039,447.9,IEA-anchored growth
BOL,2039,440.4,Theoretical growth
TUR,2039,408.4,Theoretical growth
AFG,2039,367.9,Theoretical growth
TUN,2039,412.7,IEA-anchored growth
AGO,2039,357.7,Theoretical growth
UKR,2039,347.4,Theoretical growth
ETH,2039,333.0,Theoretical growth
COL,2039,354.7,IEA-anchored growth
NZL,2039,322.3,IEA-anchored growth
ESP,2039,609.6,IEA-anchored growth
NLD,2039,413.4,IEA-anchored growth
SOM,2039,283.5,Theoretical growth
PRT,2039,339.7,IEA-anchored growth
FIN,2039,333.2,IEA-anchored growth
TZA,2039,268.0,Theoretical growth
VEN,2039,261.0,Theoretical growth
NGA,2039,260.0,Theoretical growth
IRQ,2039,255.7,Theoretical growth
JPN,2039,247.3,IEA-anchored growth
MOZ,2039,233.0,Theoretical growth
ZMB,2039,216.0,Theoretical growth
POL,2039,207.2,IEA-anchored growth
YEM,2039,198.7,Theoretical growth
MDG,2039,196.0,Theoretical growth
MMR,2039,195.2,Theoretical growth
SSD,2039,179.5,Theoretical growth
CAF,2039,178.6,Theoretical growth
KEN,2039,169.7,Theoretical growth
PRY,2039,176.2,IEA-anchored growth
ITA,2039,198.3,IEA-anchored growth
THA,2039,146.6,Theoretical growth
PNG,2039,133.5,Theoretical growth
CMR,2039,132.2,Theoretical growth
URY,2039,161.9,IEA-anchored growth
BLR,2039,125.3,Theoretical growth
SYR,2039,119.3,Theoretical growth
ARE,2039,115.6,IEA-anchored growth
PHL,2039,111.8,Theoretical growth
ZWE,2039,108.1,Theoretical growth
COG,2039,97.6,Theoretical growth
MYS,2039,125.8,IEA-anchored growth
ROU,2039,102.4,IEA-anchored growth
VNM,2039,96.5,Theoretical growth
CIV,2039,94.8,Theoretical growth
BFA,2039,93.1,Theoretical growth
GRC,2039,92.1,IEA-anchored growth
GUY,2039,85.1,Theoretical growth
GAB,2039,77.4,Theoretical growth
ECU,2039,72.0,Theoretical growth
UGA,2039,70.6,Theoretical growth
GHA,2039,69.9,Theoretical growth
GIN,2039,68.8,Theoretical growth
SEN,2039,68.8,Theoretical growth
KGZ,2039,67.9,Theoretical growth
TJK,2039,67.3,Theoretical growth
LAO,2039,65.8,Theoretical growth
PRK,2039,59.2,Theoretical growth
ERI,2039,54.8,Theoretical growth
AUT,2039,71.4,IEA-anchored growth
KHM,2039,52.4,Theoretical growth
JOR,2039,66.4,IEA-anchored growth
CZE,2039,45.8,IEA-anchored growth
HUN,2039,45.4,IEA-anchored growth
ISL,2039,46.4,IEA-anchored growth
NPL,2039,43.3,Theoretical growth
LVA,2039,41.9,Theoretical growth
KWT,2039,41.6,Theoretical growth
SUR,2039,41.4,Theoretical growth
BGR,2039,41.1,Theoretical growth
KOR,2039,43.4,IEA-anchored growth
CUB,2039,39.7,Theoretical growth
ESH,2039,39.2,Theoretical growth
BGD,2039,38.4,Theoretical growth
LTU,2039,38.1,Theoretical growth
SRB,2039,47.0,IEA-anchored growth
NIC,2039,37.2,Theoretical growth
AZE,2039,36.2,Theoretical growth
CHE,2039,36.0,IEA-anchored growth
BEN,2039,33.6,Theoretical growth
HND,2039,32.7,Theoretical growth
MWI,2039,31.9,Theoretical growth
GTM,2039,31.4,Theoretical growth
HRV,2039,30.6,Theoretical growth
EST,2039,57.9,IEA-anchored growth
LBR,2039,28.2,Theoretical growth
GEO,2039,28.2,Theoretical growth
DJI,2039,26.2,Theoretical growth
LKA,2039,26.1,Theoretical growth
BEL,2039,30.8,IEA-anchored growth
LSO,2039,23.8,Theoretical growth
QAT,2039,23.4,Theoretical growth
BIH,2039,22.9,Theoretical growth
SLE,2039,21.8,Theoretical growth
PAN,2039,47.5,IEA-anchored growth
MDA,2039,18.5,Theoretical growth
CRI,2039,17.8,IEA-anchored growth
TGO,2039,17.5,Theoretical growth
SVK,2039,18.2,IEA-anchored growth
BTN,2039,16.0,Theoretical growth
TWN,2039,13.9,Theoretical growth
DOM,2039,13.8,Theoretical growth
ISR,2039,13.3,Theoretical growth
ARM,2039,11.9,Theoretical growth
GNB,2039,10.4,Theoretical growth
SLB,2039,10.0,Theoretical growth
SWZ,2039,9.8,Theoretical growth
MKD,2039,9.4,Theoretical growth
ALB,2039,8.5,Theoretical growth
HTI,2039,8.2,Theoretical growth
FJI,2039,7.8,Theoretical growth
GNQ,2039,7.8,Theoretical growth
SVN,2039,10.9,IEA-anchored growth
BDI,2039,7.5,Theoretical growth
RWA,2039,6.7,Theoretical growth
BHS,2039,6.7,Theoretical growth
NCL,2039,6.7,Theoretical growth
FLK,2039,6.6,Theoretical growth
BLZ,2039,6.3,Theoretical growth
SLV,2039,6.0,Theoretical growth
GMB,2039,5.7,Theoretical growth
JAM,2039,5.1,Theoretical growth
ATF,2039,4.7,Theoretical growth
MNE,2039,4.7,Theoretical growth
TLS,2039,4.2,Theoretical growth
TTO,2039,3.1,Theoretical growth
BRN,2039,3.1,Theoretical growth
VUT,2039,3.0,Theoretical growth
LBN,2039,2.9,Theoretical growth
PRI,2039,2.7,Theoretical growth
PSE,2039,2.0,Theoretical growth
CYP,2039,1.8,Theoretical growth
LUX,2039,1.7,Theoretical growth
CHN,2040,20029.3,IEA-anchored growth
AUS,2040,16294.6,IEA-anchored growth
RUS,2040,11340.7,Theoretical growth
CAN,2040,8522.5,IEA-anchored growth
KAZ,2040,8194.5,Theoretical growth
USA,2040,7433.3,IEA-anchored growth
DZA,2040,6964.5,Theoretical growth
ATA,2040,5551.3,Theoretical growth
LBY,2040,4817.6,Theoretical growth
SAU,2040,4796.4,IEA-anchored growth
IND,2040,3440.6,IEA-anchored growth
MRT,2040,3185.6,IEA-anchored growth
BRA,2040,2899.0,IEA-anchored growth
ZAF,2040,2433.1,IEA-anchored growth
MEX,2040,2259.1,IEA-anchored growth
ARG,2040,2154.1,IEA-anchored growth
EGY,2040,2153.9,IEA-anchored growth
MAR,2040,2217.2,IEA-anchored growth
PER,2040,1390.3,IEA-anchored growth
GBR,2040,1337.2,IEA-anchored growth
MNG,2040,1240.1,Theoretical growth
PAK,2040,1239.8,Theoretical growth
TKM,2040,1234.3,Theoretical growth
NAM,2040,1289.2,IEA-anchored growth
CHL,2040,1351.1,IEA-anchored growth
IRN,2040,1058.3,Theoretical growth
SDN,2040,1003.4,Theoretical growth
GRL,2040,993.1,Theoretical growth
UZB,2040,984.6,IEA-anchored growth
TCD,2040,922.4,Theoretical growth
BWA,2040,803.8,Theoretical growth
NER,2040,745.1,Theoretical growth
COD,2040,740.0,Theoretical growth
NOR,2040,777.3,IEA-anchored growth
MLI,2040,634.9,Theoretical growth
OMN,2040,897.0,IEA-anchored growth
IDN,2040,601.6,IEA-anchored growth
DEU,2040,664.5,IEA-anchored growth
FRA,2040,566.4,IEA-anchored growth
DNK,2040,590.2,IEA-anchored growth
SWE,2040,608.0,IEA-anchored growth
IRL,2040,496.6,IEA-anchored growth
BOL,2040,488.3,Theoretical growth
TUR,2040,452.8,Theoretical growth
AFG,2040,407.8,Theoretical growth
TUN,2040,446.9,IEA-anchored growth
AGO,2040,396.6,Theoretical growth
UKR,2040,385.2,Theoretical growth
ETH,2040,369.2,Theoretical growth
COL,2040,388.5,IEA-anchored growth
NZL,2040,356.3,IEA-anchored growth
ESP,2040,617.5,IEA-anchored growth
NLD,2040,432.5,IEA-anchored growth
SOM,2040,314.3,Theoretical growth
PRT,2040,365.3,IEA-anchored growth
FIN,2040,358.9,IEA-anchored growth
TZA,2040,297.1,Theoretical growth
VEN,2040,289.4,Theoretical growth
NGA,2040,288.3,Theoretical growth
IRQ,2040,283.5,Theoretical growth
JPN,2040,274.2,IEA-anchored growth
MOZ,2040,258.3,Theoretical growth
ZMB,2040,239.5,Theoretical growth
POL,2040,229.3,IEA-anchored growth
YEM,2040,220.3,Theoretical growth
MDG,2040,217.3,Theoretical growth
MMR,2040,216.5,Theoretical growth
SSD,2040,199.0,Theoretical growth
CAF,2040,198.1,Theoretical growth
KEN,2040,188.2,Theoretical growth
PRY,2040,193.6,IEA-anchored growth
ITA,2040,213.0,IEA-anchored growth
THA,2040,162.5,Theoretical growth
PNG,2040,148.0,Theoretical growth
CMR,2040,146.6,Theoretical growth
URY,2040,173.1,IEA-anchored growth
BLR,2040,138.9,Theoretical growth
SYR,2040,132.2,Theoretical growth
ARE,2040,128.1,IEA-anchored growth
PHL,2040,123.9,Theoretical growth
ZWE,2040,119.8,Theoretical growth
COG,2040,108.2,Theoretical growth
MYS,2040,133.8,IEA-anchored growth
ROU,2040,112.4,IEA-anchored growth
VNM,2040,107.0,Theoretical growth
CIV,2040,105.1,Theoretical growth
BFA,2040,103.2,Theoretical growth
GRC,2040,101.2,IEA-anchored growth
GUY,2040,94.4,Theoretical growth
GAB,2040,85.8,Theoretical growth
ECU,2040,79.9,Theoretical growth
UGA,2040,78.3,Theoretical growth
GHA,2040,77.5,Theoretical growth
GIN,2040,76.3,Theoretical growth
SEN,2040,76.2,Theoretical growth
KGZ,2040,75.2,Theoretical growth
TJK,2040,74.6,Theoretical growth
LAO,2040,73.0,Theoretical growth
PRK,2040,65.7,Theoretical growth
ERI,2040,60.7,Theoretical growth
AUT,2040,75.6,IEA-anchored growth
KHM,2040,58.0,Theoretical growth
JOR,2040,69.7,IEA-anchored growth
CZE,2040,50.8,IEA-anchored growth
HUN,2040,50.3,IEA-anchored growth
ISL,2040,50.9,IEA-anchored growth
NPL,2040,48.0,Theoretical growth
LVA,2040,46.4,Theoretical growth
KWT,2040,46.2,Theoretical growth
SUR,2040,46.0,Theoretical growth
BGR,2040,45.5,Theoretical growth
KOR,2040,47.5,IEA-anchored growth
CUB,2040,44.0,Theoretical growth
ESH,2040,43.5,Theoretical growth
BGD,2040,42.6,Theoretical growth
LTU,2040,42.3,Theoretical growth
SRB,2040,50.2,IEA-anchored growth
NIC,2040,41.3,Theoretical growth
AZE,2040,40.2,Theoretical growth
CHE,2040,39.7,IEA-anchored growth
BEN,2040,37.3,Theoretical growth
HND,2040,36.2,Theoretical growth
MWI,2040,35.4,Theoretical growth
GTM,2040,34.9,Theoretical growth
HRV,2040,33.9,Theoretical growth
EST,2040,58.6,IEA-anchored growth
LBR,2040,31.3,Theoretical growth
GEO,2040,31.3,Theoretical growth
DJI,2040,29.0,Theoretical growth
LKA,2040,29.0,Theoretical growth
BEL,2040,32.9,IEA-anchored growth
LSO,2040,26.4,Theoretical growth
QAT,2040,26.0,Theoretical growth
BIH,2040,25.4,Theoretical growth
SLE,2040,24.2,Theoretical growth
PAN,2040,47.5,IEA-anchored growth
MDA,2040,20.6,Theoretical growth
CRI,2040,19.7,IEA-anchored growth
TGO,2040,19.4,Theoretical growth
SVK,2040,19.9,IEA-anchored growth
BTN,2040,17.7,Theoretical growth
TWN,2040,15.5,Theoretical growth
DOM,2040,15.3,Theoretical growth
ISR,2040,14.8,Theoretical growth
ARM,2040,13.2,Theoretical growth
GNB,2040,11.5,Theoretical growth
SLB,2040,11.1,Theoretical growth
SWZ,2040,10.9,Theoretical growth
MKD,2040,10.4,Theoretical growth
ALB,2040,9.5,Theoretical growth
HTI,2040,9.1,Theoretical growth
FJI,2040,8.7,Theoretical growth
GNQ,2040,8.6,Theoretical growth
SVN,2040,11.5,IEA-anchored growth
BDI,2040,8.4,Theoretical growth
RWA,2040,7.4,Theoretical growth
BHS,2040,7.4,Theoretical growth
NCL,2040,7.4,Theoretical growth
FLK,2040,7.4,Theoretical growth
BLZ,2040,7.0,Theoretical growth
SLV,2040,6.7,Theoretical growth
GMB,2040,6.3,Theoretical growth
JAM,2040,5.6,Theoretical growth
ATF,2040,5.2,Theoretical growth
MNE,2040,5.2,Theoretical growth
TLS,2040,4.7,Theoretical growth
TTO,2040,3.5,Theoretical growth
BRN,2040,3.4,Theoretical growth
VUT,2040,3.4,Theoretical growth
LBN,2040,3.2,Theoretical growth
PRI,2040,2.9,Theoretical growth
PSE,2040,2.3,Theoretical growth
CYP,2040,2.0,Theoretical growth
LUX,2040,1.9,Theoretical growth
CHN,2041,21904.7,IEA-anchored growth
AUS,2041,17707.3,IEA-anchored growth
RUS,2041,12452.3,Theoretical growth
CAN,2041,9357.8,IEA-anchored growth
KAZ,2041,8997.8,Theoretical growth
USA,2041,8123.7,IEA-anchored growth
DZA,2041,7647.2,Theoretical growth
ATA,2041,6095.4,Theoretical growth
LBY,2041,5289.8,Theoretical growth
SAU,2041,5217.7,IEA-anchored growth
IND,2041,3757.3,IEA-anchored growth
MRT,2041,3497.9,IEA-anchored growth
BRA,2041,3145.8,IEA-anchored growth
ZAF,2041,2667.6,IEA-anchored growth
MEX,2041,2480.6,IEA-anchored growth
ARG,2041,2365.3,IEA-anchored growth
EGY,2041,2354.9,IEA-anchored growth
MAR,2041,2386.3,IEA-anchored growth
PER,2041,1526.6,IEA-anchored growth
GBR,2041,1463.7,IEA-anchored growth
MNG,2041,1361.6,Theoretical growth
PAK,2041,1361.4,Theoretical growth
TKM,2041,1355.3,Theoretical growth
NAM,2041,1396.8,IEA-anchored growth
CHL,2041,1446.6,IEA-anchored growth
IRN,2041,1162.0,Theoretical growth
SDN,2041,1101.8,Theoretical growth
GRL,2041,1090.4,Theoretical growth
UZB,2041,1081.1,IEA-anchored growth
TCD,2041,1012.9,Theoretical growth
BWA,2041,882.6,Theoretical growth
NER,2041,818.2,Theoretical growth
COD,2041,812.6,Theoretical growth
NOR,2041,839.5,IEA-anchored growth
MLI,2041,697.1,Theoretical growth
OMN,2041,922.6,IEA-anchored growth
IDN,2041,656.2,IEA-anchored growth
DEU,2041,710.5,IEA-anchored growth
FRA,2041,618.6,IEA-anchored growth
DNK,2041,634.7,IEA-anchored growth
SWE,2041,650.2,IEA-anchored growth
IRL,2041,545.3,IEA-anchored growth
BOL,2041,536.1,Theoretical growth
TUR,2041,497.2,Theoretical growth
AFG,2041,447.8,Theoretical growth
TUN,2041,481.2,IEA-anchored growth
AGO,2041,435.4,Theoretical growth
UKR,2041,422.9,Theoretical growth
ETH,2041,405.3,Theoretical growth
COL,2041,422.3,IEA-anchored growth
NZL,2041,390.3,IEA-anchored growth
ESP,2041,625.3,IEA-anchored growth
NLD,2041,451.5,IEA-anchored growth
SOM,2041,345.1,Theoretical growth
PRT,2041,391.0,IEA-anchored growth
FIN,2041,384.6,IEA-anchored growth
TZA,2041,326.2,Theoretical growth
VEN,2041,317.7,Theoretical growth
NGA,2041,316.5,Theoretical growth
IRQ,2041,311.2,Theoretical growth
JPN,2041,301.1,IEA-anchored growth
